"SVN","STATION_KEY","rid","SINUMAP","upDist","LAT_RAW","LONG_RAW","rid_LSN04","SQM_RCA","SQM_RSA","SQM_ARCA","SQM_ARSA","sum_60_days","sum_180_days","sum_365_days","sum_1095_days","X6month_count_60_days","X2year_count_60_days","X10year_count_60_days","X25year_count_60_days","X50year_count_60_days","X100year_count_60_days","X6month_count_180_days","X2year_count_180_days","X10year_count_180_days","X25year_count_180_days","X50year_count_180_days","X100year_count_180_days","X6month_count_365_days","X2year_count_365_days","X10year_count_365_days","X25year_count_365_days","X50year_count_365_days","X100year_count_365_days","X6month_count_1095_days","X2year_count_1095_days","X10year_count_1095_days","X25year_count_1095_days","X50year_count_1095_days","X100year_count_1095_days","days_since_X6month","days_since_X2year","days_since_X10year","days_since_X25year","days_since_X50year","days_since_X100year","PPT_1981_2010","XSLOPE_MAP","MIN_Z","Q0001E_adj","STRMPWR","BSTI","DATE","YEAR","MONTH","CLAY_PARCA","CLAY_PRCA","COMP_PARCA","COMP_PARSA","COMP_PRCA","COMP_PRSA","DIS_10YR_PARCA","DIS_10YR_PARSA","DIS_10YR_PRCA","DIS_10YR_PRSA","DIS_1YR_PARCA","DIS_1YR_PARSA","DIS_1YR_PRCA","DIS_1YR_PRSA","DIS_3YR_PARCA","DIS_3YR_PARSA","DIS_3YR_PRCA","DIS_3YR_PRSA","EROD_PARCA","EROD_PARSA","EROD_PRCA","EROD_PRSA","KFACT_MARCA","KFACT_MRCA","OWN_AGR_PARCA","OWN_AGR_PARSA","OWN_AGR_PRCA","OWN_AGR_PRSA","OWN_FED_PARCA","OWN_FED_PARSA","OWN_FED_PRCA","OWN_FED_PRSA","OWN_ODF_PARCA","OWN_ODF_PARSA","OWN_ODF_PRCA","OWN_ODF_PRSA","OWN_PRI_PARCA","OWN_PRI_PARSA","OWN_PRI_PRCA","OWN_PRI_PRSA","OWN_URB_PARCA","OWN_URB_PARSA","OWN_URB_PRCA","OWN_URB_PRSA","POP_DARCA","POP_DRCA","ROADLEN_DARCA","ROADLEN_DARSA","ROADLEN_DRCA","ROADLEN_DRSA","ROADX_DARCA","ROADX_DRCA","SAND_PARCA","SAND_PRCA","SILT_CLAY_PARCA","SILT_CLAY_PRCA","SILT_PARCA","SILT_PRCA","SUSCEP4_PARCA","SUSCEP4_PRCA","SUSCEP5_PARCA","SUSCEP5_PRCA","TYPEF_PARCA","TYPEF_PRCA","HDWTR"
"00027CSR","23838",15984,0.890869554662764,147144.142751463,43.87563,-123.82081,15984,1212300,123300,24268500,2487600,201.298421318643,1164.3065818959,2363.30605147916,7678.13315271527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,593,1330,1330,Inf,Inf,Inf,214068,1.75204432290929,109.1184,46.3062672563751,81.1306326616524,5,2000-07-11,2000,7,19.141135966211,0.0152422634587902,9.40478397923234,0,0,0,4.17578342295568,0.253256150506512,1.18782479584261,5.10948905109489,2.01372149082144,1.77279305354559,1.18782479584261,5.10948905109489,2.01372149082144,1.77279305354559,1.18782479584261,5.10948905109489,90.5952160207677,100,100,100,17.2162985893755,0.0129854955525463,0,0,0,0,96.4843315408863,96.8162083936324,100,100,0.00370851103282032,0,0,0,3.51195994808085,3.18379160636758,0,0,0,0,0,0,0,0,0.0637920493640769,0,1.27702495256298,0,0,0,42.7795433768457,0.0339177109460983,52.2284481974216,0.0403159936703017,33.0873122311622,0.0250737292418634,5.73706656777304,8.61172976985895,5.85203040979047,11.5070527097253,11.0080854503344,25.6236985908352,0
"00028CSR","21791",13202,0.842133175741255,3848.01081914276,44.17071,-124.10581,13202,603900,72000,38000700,3799800,169.890168856072,960.81220117426,2231.01423941767,7593.05118148184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,594,594,1331,Inf,Inf,Inf,196731,0.744251327241232,6.48586618790674,73.0736496218691,54.3851607174369,9,2000-07-12,2000,7,24.279094252889,0.0364993414637941,70.7718542026857,61.2742775935576,100,100,2.05575160457571,1.18427285646613,0.745156482861401,0,1.14629467351917,0.686878256750355,0.745156482861401,0,1.24102977050423,0.734249171009,0.745156482861401,0,29.2281457973143,38.7020369493131,0,0,20.8028573488609,0.0365681992525189,0,0,0,0,81.9813845534424,61.4400757934628,65.1266766020864,15,0,0,0,0,17.0049499088175,35.0781620085268,8.94187779433681,6.25,0,0,0,0,0,0,0.265598688980092,0.619548451690912,1.46536860461296,0.127769840594683,0.000447360180207207,0,29.444115334008,0.038905164123214,68.9761101047697,0.110439299122191,44.6970158518639,0.0739399566010207,3.92913814745518,3.27868852459016,2.71416052862184,1.63934426229508,18.8073067388565,23.0988531631066,0
"00029CSR","21797",26698,0.913494734989242,171644.276939444,42.97443,-124.18823,26698,37800,9900,2022300,139500,66.2299997899681,804.330001512542,1444.58000157773,4923.20999251492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,598,1330,1330,1330,1330,Inf,147273,2.91422198900658,71.8897669635174,2.13526007430695,6.22262186079311,7,2000-07-11,2000,7,34.208465255261,0.790986394557823,0,0,0,0,62.572318647085,0,23.8095238095238,0,10.4583889630619,2.58064516129032,23.8095238095238,0,24.076546506453,6.45161290322581,23.8095238095238,0,100,100,100,100,39.2492211838006,1.02380952380952,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0.000021690498848341,0,0,0,0,0,0,0,15.3983459427385,0.34484126984127,82.8093977156018,2.0361111180312,48.6009324602115,1.24512471655329,0.623052959501558,0,0.400534045393859,0,0,0,0
"00031CSR","23833",26546,0.946387401949078,217967.543136272,43.09032,-123.74033,26546,738900,15300,738900,15300,75.2599994167686,776.119999086484,1649.06999958307,5632.4199948255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332,1332,1332,Inf,Inf,Inf,194561,8.04370782356862,811.068467796062,1.07222010494339,8.62462524672068,11,2000-07-13,2000,7,0.031399425257514,0.031399425257514,0,0,0,0,8.16077953714982,11.7647058823529,8.16077953714982,11.7647058823529,2.80146163215591,0,2.80146163215591,0,2.92326431181486,0,2.92326431181486,0,100,100,100,100,0.0304135801828079,0.0304135801828079,0,0,0,0,78.3191230207065,94.1176470588235,78.3191230207065,94.1176470588235,0,0,0,0,21.6808769792935,5.88235294117647,21.6808769792935,5.88235294117647,0,0,0,0,0,0,3.24857780674332,0,3.24857780674332,0,0,0,0.044537053383993,0.044537053383993,0.0773282317978729,0.0773282317978729,0.0459288084849439,0.0459288084849439,0,0,0,0,0,0,1
"00035CSR","23826",14131,0.893347416330884,126343.065103678,44.12679,-123.7577,14131,166500,37800,143647200,14920200,108.755086841515,720.745522251523,1921.62365319334,6631.6486948374,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,237,1339,1339,Inf,Inf,Inf,200772,0.777000752136753,92,236.024441710243,183.391168731516,10,2000-07-20,2000,7,23.6169652980884,0.120525931336742,0.75748082802867,0,0,0,3.90393965214776,0.880685245506092,0,0,2.83068517868779,5.8330317287972,0,0,2.87767530449602,5.8330317287972,0,0,99.2425191719713,99.9336470020509,100,100,19.398373515112,0.127567567567568,0,0,0,0,82.3166758558468,66.6968271202799,92.972972972973,100,3.17402636459325,2.46712510556159,0,0,14.5049120344845,30.8179515019906,7.02702702702703,0,0.00438574507543482,0.0180962721679334,0,0,0.000518885799145406,0,0.461810487849301,0.768488358064905,0.707408469586007,0,0.000452497507782957,0,39.0524663979114,0.201934258582908,60.8214054326747,0.338255666728608,37.2044401972332,0.217729729729729,3.94905017292366,10.8108108108108,3.59129868177034,12.4324324324324,18.3314113059091,38.6230425375237,0
"00036CSR","23821",13703,0.850512044061347,165116.197112525,44.19705,-123.68697,13703,2272500,203400,2272500,203400,114.039998315275,775.579997330904,1965.35000360385,6788.93998725899,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,235,1337,1337,Inf,Inf,Inf,200383,4.08254666005583,192.024,3.47706578419575,14.1952833040628,9,2000-07-18,2000,7,0.00909466915008337,0.00909466915008337,0,0,0,0,1.06930693069307,0,1.06930693069307,0,0.554455445544554,0,0.554455445544554,0,0.554455445544554,0,0.554455445544554,0,100,100,100,100,0.00758090383295755,0.00758090383295755,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60046952513825,0,1.60046952513825,0,0,0,0.0158124419174588,0.0158124419174588,0.0237915189601127,0.0237915189601127,0.0146968493284971,0.0146968493284971,2.65346534653465,2.65346534653465,1.7029702970297,1.7029702970297,18.6296404680875,18.6296404680875,1
"00041CSR","23817",5241,0.938048819030234,36029.1929230295,45.62795,-123.81714,5241,285300,15300,285300,15300,239.359995521605,1171.19999635592,3138.44999201968,10453.6499828976,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,11,1,0,0,0,0,35,567,1621,Inf,Inf,Inf,316728,27.9318693698521,116.253769116211,0.851841992501338,23.7935392583019,6,2000-07-17,2000,7,0.0716088328075708,0.0716088328075708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315457413249211,0.0315457413249211,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,5.27950429749468,0,5.27950429749468,0,0,0,0.0924290220820192,0.0924290220820192,0.223028381540196,0.223028381540196,0.151419558359621,0.151419558359621,17.0347003154574,17.0347003154574,11.3564668769716,11.3564668769716,0,0,1
"00042CSR","23819",6881,0.917916224779102,99988.6730935297,45.47423,-123.48771,6881,575100,57600,575100,57600,219.809999594465,1169.04999168403,3181.55999375135,11421.2599755563,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,13,4,0,0,0,0,37,236,1624,1624,Inf,Inf,303421,2.24726450001504,243.18409597424,1.79140726547325,4.02576595276706,4,2000-07-19,2000,7,0.0296146904028939,0.0296146904028939,0,0,0,0,2.34741784037559,0,2.34741784037559,0,2.03442879499218,0,2.03442879499218,0,2.19092331768388,0,2.19092331768388,0,0,0,0,0,0.0274024603192096,0.0274024603192096,0,0,0,0,0.312989045383412,0,0.312989045383412,0,99.6870109546166,100,99.6870109546166,100,0,0,0,0,0,0,0,0,0,0,1.21886832268088,0,1.21886832268088,0,0,0,0.05920391064873,0.05920391064873,0.097285957910703,0.097285957910703,0.0676712684383117,0.0676712684383117,6.10328638497653,6.10328638497653,1.87793427230047,1.87793427230047,0.242289534940851,0.242289534940851,1
"00043CSR","13195",8353,0.901105870318665,119659.53888004,45.24599,-123.52239,8353,253800,36900,6108300,558900,140.336997163482,740.321997208521,2155.49200036544,7910.33598761186,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,1,0,0,0,0,237,570,Inf,Inf,Inf,Inf,261444,6.12242844777779,465.833797301163,11.5544013456343,70.7409954955536,1,2000-07-20,2000,7,20.0044347174425,0.0700342035108896,27.8326211875645,26.7310789049919,59.9290780141844,0,7.61750405186386,6.92431561996779,3.19148936170213,0,6.9250036835126,6.92431561996779,3.19148936170213,0,6.9250036835126,6.92431561996779,3.19148936170213,0,68.4101959628702,55.2334943639291,0,0,34.1650244500825,0.0858357225491675,0,0,0,0,79.0481803447768,69.8872785829308,100,100,2.74053337262413,0,0,0,18.2112862825991,30.1127214170692,0,0,0,0,0,0,0,0,3.48625372027366,2.76256933261764,1.41482899742958,0,0.00180082838105529,0,34.9618752459662,0.132151300236407,60.930128028008,0.222508928304611,40.9256933105579,0.152474724611438,0.825106821865331,4.25531914893617,1.11978782967438,0.354609929078014,8.32071507993495,37.1041791885021,0
"00045CSR","23828",9436,0.898944615276966,51274.6666326548,44.89135,-123.81366,9436,352800,57600,6165900,611100,176.08538428694,984.670005279808,2892.86308211719,10868.5861735782,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,1,0,0,0,0,229,965,Inf,Inf,Inf,Inf,291592,0.573432210432142,256.367272558594,16.9135289398281,9.69876228617362,5,2000-07-12,2000,7,19.6273002004772,0.0508512078300709,0,0,0,0,24.2446358195884,15.4639175257732,37.7551020408163,14.0625,1.80995475113122,2.35640648011782,1.27551020408163,7.8125,2.97766749379653,2.35640648011782,12.5,7.8125,0,0,0,0,26.3836874700252,0.0730685131195335,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,3.10572028299136,1.23592286308252,4.39501330186065,0.0914752313767801,0.000486546976110543,0,28.5573132851155,0.0817686640982927,65.7282537334108,0.173128386727476,46.1009535327779,0.122277176176593,2.0580937089476,1.78571428571429,1.35746606334842,0.255102040816327,27.9506609725964,92.3881371558564,0
"00046CSR","21804",8337,0.925198668219099,110655.502089853,45.22879,-123.6231,8337,643500,38700,643500,38700,145.760002791882,741.990005472675,1898.93000186048,6999.08000388741,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,228,1615,Inf,Inf,Inf,Inf,240578,7.34565992118889,348.285829394531,1.12109318996416,8.23516931343751,15,2000-07-11,2000,7,0.0426814025135702,0.0426814025135702,36.5034965034965,6.97674418604651,36.5034965034965,6.97674418604651,0.13986013986014,0,0.13986013986014,0,0.13986013986014,0,0.13986013986014,0,0.13986013986014,0,0.13986013986014,0,63.4965034965035,93.0232558139535,63.4965034965035,93.0232558139535,0.0511848990170668,0.0511848990170668,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72041783109764,0,2.72041783109764,0,0,0,0.040101129639591,0.040101129639591,0.0997590089430756,0.0997590089430756,0.0570776077069782,0.0570776077069782,0,0,0,0,24.3836280043371,24.3836280043371,1
