"","STATION_KEY","SVN","SY","SITE_NAME","PREDATOR_Nov05_model","PREDATOR_Nov05_score","PREDATOR_Nov05_Condition","Year_Sampled","Ref_Samples","NewSample","FSS_May05","FSS_May05_trans","AREAWTMAP","MAFLOWU_trans","SLOPE_trans","PRECIPSITE_MM_trans","STRMPOWER_trans","LONG_NHD_trans","LAT_NHD","ELEV_FT_trans","PCT_FSP3_trans","ERODRES_CAT","coords.x1","coords.x2","Use.303d","sample_status","biocriteria_status","biocriteria_status.OLD","FSS","Q75TH","fss_pred_trans","fss_pred","fss_pred_resids_trans","fss_pred_resids","Group","Q90TH","fss_resid_cond","sediment_resid_status","NEW_STATION","NEW_SAMPLE","NEW","ansysed"
"11","13121","08064DFW","13121 2008","Hamilton Creek at River Mile 1.7","MWCF",0.69,"Most disturbed",2008,0,"Yes",3,0.602059991327962,3174.661,1.52040033412468,0.198519520450761,3.56667313760612,0.355409611081639,123.5621458,45.97108406,28.3019433961698,1.05882363874542,"E",-2109166.7756,2861669.91759999,"No",NA,"Potential Concern","Attaining","3",8,0.77466588484141,4.95204059846906,-0.172605893513448,-1.95204059846906,"Group 2",11,"Good","Potential Concern","NEW","NEW","NEW",0
"12","13121","07001DFW","13121 2007","Hamilton Creek at River Mile 1.7","MWCF",1.19,"Least disturbed",2007,0,"",8,0.954242509439325,3174.661,1.52040033412468,0.198519520450761,3.56667313760612,0.355409611081639,123.5621458,45.97108406,28.3019433961698,1.05882363874542,"E",-2109166.7756,2861669.91759999,"Yes","Attaining","Potential Concern","Attaining","8",8,0.77466588484141,4.95204059846906,0.179576624597915,3.04795940153094,"Group 2",11,"Good","Potential Concern","NEW","NEW","NEW",0
"13","13195","01002CSR","13195 2001","Testament Cr","MWCF",0.85,"Most disturbed",2001,0,"",6,0.845098040014257,2474.723,1.67057330641571,0.237065391822594,3.3647385550554,0.553390692035626,123.5224075,45.2459268,39.3064880140671,0.845543104594842,"R",-2129247.258,2783582.64939999,"Yes",NA,"Attaining","Attaining","6",8,0.77466588484141,4.95204059846906,0.0704321551728466,1.04795940153094,"Group 2",11,"Good","Attaining","NEW","NEW","NEW",0
"14","13195","04014CSR","13195 2004","Testament Cr","MWCF",1.13,"Least disturbed",2004,0,"",3,0.602059991327962,2474.723,1.67057330641571,0.237065391822594,3.3647385550554,0.553390692035626,123.5224075,45.2459268,39.3064880140671,0.845543104594842,"R",-2129247.258,2783582.64939999,"Yes","Attaining","Attaining","Attaining","3",8,0.77466588484141,4.95204059846906,-0.172605893513448,-1.95204059846906,"Group 2",11,"Good","Attaining","NEW","NEW","NEW",0
"15","13195","03098CSR","13195 2003","Testament Cr","MWCF",0.95,"Least disturbed",2003,0,"",3,0.602059991327962,2474.723,1.67057330641571,0.237065391822594,3.3647385550554,0.553390692035626,123.5224075,45.2459268,39.3064880140671,0.845543104594842,"R",-2129247.258,2783582.64939999,"Yes","Attaining","Attaining","Attaining","3",8,0.77466588484141,4.95204059846906,-0.172605893513448,-1.95204059846906,"Group 2",11,"Good","Attaining","NEW","NEW","NEW",0
"16","13195","00043CSR","13195 2000","Testament Cr","MWCF",0.94,"Least disturbed",2000,0,"",1,0.301029995663981,2474.723,1.67057330641571,0.237065391822594,3.3647385550554,0.553390692035626,123.5224075,45.2459268,39.3064880140671,0.845543104594842,"R",-2129247.258,2783582.64939999,"Yes",NA,"Attaining","Attaining","1",8,0.77466588484141,4.95204059846906,-0.473635889177429,-3.95204059846906,"Group 2",11,"Good","Attaining","NEW","NEW","NEW",0
"17","13195","02105CSR","13195 2002","Testament Cr","MWCF",0.86,"Moderately disturbed",2002,0,"",3,0.602059991327962,2474.723,1.67057330641571,0.237065391822594,3.3647385550554,0.553390692035626,123.5224075,45.2459268,39.3064880140671,0.845543104594842,"R",-2129247.258,2783582.64939999,"Yes","Attaining","Attaining","Attaining","3",8,0.77466588484141,4.95204059846906,-0.172605893513448,-1.95204059846906,"Group 2",11,"Good","Attaining","NEW","NEW","NEW",0
"18","13195","05002CSR","13195 2005","Testament Cr","MWCF",1.06,"Least disturbed",2005,0,"",2,0.477121254719662,2474.723,1.67057330641571,0.237065391822594,3.3647385550554,0.553390692035626,123.5224075,45.2459268,39.3064880140671,0.845543104594842,"R",-2129247.258,2783582.64939999,"Yes","Attaining","Attaining","Attaining","2",8,0.77466588484141,4.95204059846906,-0.297544630121748,-2.95204059846906,"Group 2",11,"Good","Attaining","NEW","NEW","NEW",0
"19","13195","99028CSR","13195 1999","Testament Cr","MWCF",0.97,"Least disturbed",1999,0,"",2,0.477121254719662,2474.723,1.67057330641571,0.237065391822594,3.3647385550554,0.553390692035626,123.5224075,45.2459268,39.3064880140671,0.845543104594842,"R",-2129247.258,2783582.64939999,"Yes",NA,"Attaining","Attaining","2",8,0.77466588484141,4.95204059846906,-0.297544630121748,-2.95204059846906,"Group 2",11,"Good","Attaining","NEW","NEW","NEW",0
"20","13216","07003DFW","13216 2007","WF Millicoma River 0.25 MI U/S of hatchery","MWCF",0.88,"Moderately disturbed",2007,0,"",9,1,2038.69539,2.19811203533914,0.0816088230524127,3.28757780907871,0.310544668575985,124.0087912,43.49027734,16.3095064303001,1.5707963267949,"E",-2222599.6415,2607372.82069999,"Yes","Attaining","Attaining","Potential Concern","9",8,0.77466588484141,4.95204059846906,0.22533411515859,4.04795940153094,"Group 2",11,"Fair","Attaining","NEW","NEW","NEW",0
"21","13223","99021CSR","13223 1999","Company Creek at RM 0.76","MWCF",1.07,"Least disturbed",1999,1,"",5,0.778151250383644,3661.515,1.06713411627239,0.212061311888803,3.51014269940257,0.170234233368337,123.7436441,45.59465349,22.4722050542442,0.463647609000806,"R",-2134717.9268,2825757.22869999,"Yes",NA,"Attaining","Attaining","5",14,1.0152349953652,9.35702430383774,-0.237083744981558,-4.35702430383774,"Group 4",20,"Fair","Attaining","OLD","OLD","OLD",0
"22","13223","07010OPR","13223 2007","Company Creek at RM 0.76","MWCF",0.91,"Moderately disturbed",2007,1,"Yes",3,0.602059991327962,3661.515,1.06713411627239,0.212061311888803,3.51014269940257,0.170234233368337,123.7436441,45.59465349,22.4722050542442,0.463647609000806,"R",-2134717.9268,2825757.22869999,"Yes","Attaining","Attaining","Attaining","3",14,1.0152349953652,9.35702430383774,-0.413175004037239,-6.35702430383774,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW",0
"23","13223","07011OPR","13223 2007","Company Creek at RM 0.76","MWCF",0.82,"Most disturbed",2007,1,"Yes",2,0.477121254719662,3661.515,1.06713411627239,0.212061311888803,3.51014269940257,0.170234233368337,123.7436441,45.59465349,22.4722050542442,0.463647609000806,"R",-2134717.9268,2825757.22869999,"Yes","Attaining","Attaining","Attaining","2",14,1.0152349953652,9.35702430383774,-0.538113740645539,-7.35702430383774,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW",0
"24","13227","05006REF","13227 2005","Red Cedar Creek at Mougt (Sixes)","MWCF",1.08,"Least disturbed",2005,0,"",2,0.477121254719662,3164.95631,2.37848823934105,0.0898331787259028,3.51890857369141,0.465540662045537,124.3178711,42.7088574,20.2484567313166,1.09476250873357,"E",-2271961.1138,2531287.38999999,"Yes","Attaining","Attaining","Impaired","2",8,0.77466588484141,4.95204059846906,-0.297544630121748,-2.95204059846906,"Group 2",11,"Good","Attaining","OLD","NEW","NEW",0
"25","13265","99039CSR","13265 1999","Trib to NF Wolf Cr at RM 0.45 (Nehalem)","MWCF",1.01,"Least disturbed",1999,1,"",13,1.14612803567824,2010.69,0.915517495662958,0.209690247746527,3.27207378750001,0.119915790183119,123.3836784,45.79463727,33.7934904974316,1.05882363874542,"E",-2101458.3421,2838938.47109999,"Yes",NA,"Attaining","Attaining","13",7,0.717561516606581,4.21869020300477,0.428566519071657,8.78130979699523,"Group 3",9,"Poor","Attaining","OLD","OLD","OLD",0
"26","13272","99017CSR","13272 1999","Cummins Creek at RM 1.02 (Alsea)","MWCF",0.98,"Least disturbed",1999,1,"",6,0.845098040014257,2348.83763,1.58605175728531,0.134499070628759,3.32448823330766,0.2251343548213,124.090969,44.26639681,8.66025403784439,0.500179608697487,"R",-2203701.1322,2692109.05739999,"Yes",NA,"Attaining","Attaining","6",14,1.0152349953652,9.35702430383774,-0.170136955350945,-3.35702430383774,"Group 4",20,"Fair","Attaining","OLD","OLD","OLD",0
"27","17090","07004DFW","17090 2007","NF Salmonberry Creek at RM 0.80 (Alsea)","MWCF",1.1,"Least disturbed",2007,0,"",14,1.17609125905568,2139.565,0.34954559969803,0.155016128193166,3.20085049809108,0.0127150193932069,123.6836497,44.34031324,15.0332963783729,1.20193334256827,"E",-2170297.4591,2690621.17819999,"Yes","Attaining","Attaining","Attaining","14",14,1.0152349953652,9.35702430383774,0.16085626369048,4.64297569616226,"Group 4",20,"Good","Attaining","OLD","OLD","OLD",0
"28","17122","08021DFW","17122 2008","Spout Creek","MWCF",0.79,"Most disturbed",2008,0,"Yes",12,1.11394335230684,1903.77713,1.2587361488795,0.0994484791236146,3.25285303097989,0.0680208155603473,123.6864953,44.55217087,17.464249196573,1.47062890563334,"E",-2163691.4683,2713348.55359999,"Yes","Impaired","Potential Concern","Potential Concern","12",14,1.0152349953652,9.35702430383774,0.0987083569416349,2.64297569616226,"Group 4",20,"Good","Potential Concern","OLD","NEW","NEW",0
"29","17122","07005DFW","17122 2007","Spout Creek","MWCF",1.03,"Least disturbed",2007,0,"",14,1.17609125905568,1903.77713,1.2587361488795,0.0994484791236146,3.25285303097989,0.0680208155603473,123.6864953,44.55217087,17.464249196573,1.47062890563334,"E",-2163691.4683,2713348.55359999,"Yes","Attaining","Potential Concern","Potential Concern","14",14,1.0152349953652,9.35702430383774,0.16085626369048,4.64297569616226,"Group 4",20,"Good","Potential Concern","OLD","OLD","OLD",0
"30","17122","12033MCB","17122 2012","Spout Creek","MWCF",0.98,"Least disturbed",2012,0,"Yes",12,1.11394335230684,1903.77713,1.2587361488795,0.0994484791236146,3.25285303097989,0.0680208155603473,123.6864043,44.5526887,16.8226038412607,1.47062890563334,"E",-2163691.4683,2713348.55359999,"Yes","Attaining","Potential Concern","Potential Concern","12",14,1.0152349953652,9.35702430383774,0.0987083569416349,2.64297569616226,"Group 4",20,"Good","Potential Concern","OLD","NEW","NEW",0
"31","17122","06022DFW","17122 2006","Spout Creek","MWCF",0.79,"Most disturbed",2006,0,"",14,1.17609125905568,1903.77713,1.2587361488795,0.0994484791236146,3.25285303097989,0.0680208155603473,123.6864953,44.55217087,17.464249196573,1.47062890563334,"E",-2163691.4683,2713348.55359999,"Yes","Impaired","Potential Concern","Potential Concern","14",14,1.0152349953652,9.35702430383774,0.16085626369048,4.64297569616226,"Group 4",20,"Good","Potential Concern","OLD","NEW","NEW",0
"32","17123","01122CSR","17123 2001","Boulder Creek at RM 4.69 (Siletz)","MWCF",0.99,"Least disturbed",2001,1,"",5,0.778151250383644,3644.10941,1.10693777172814,0.188202019117755,3.46908529912312,0.151575740997628,123.6282673,44.92956795,42.6731765867037,0.725253222200054,"R",-2147267.7505,2752228.94159999,"Yes",NA,"Attaining","Attaining","5",7,0.717561516606581,4.21869020300477,0.0605897337770624,0.781309796995232,"Group 3",9,"Good","Attaining","OLD","OLD","OLD",0
"33","20363","07006DFW","20363 2007","Devils Lake Fork Wilson River at mouth","MWCF",0.86,"Moderately disturbed",2007,0,"",4,0.698970004336019,2365.95903,2.24545040625036,0.136198384718762,3.46938013584993,0.62795768988258,123.4611043,45.60592884,29.8161030317511,0.476033818061323,"R",-2113207.4565,2820559.652,"Yes","Attaining","Attaining","Potential Concern","4",3,0.44053025593237,1.75759355853577,0.258439748403649,2.24240644146423,"Group 1",4,"Poor","Attaining","NEW","NEW","NEW",0
"34","20392","05009MIX","20392 2005","South Fork Coquille 200 feet downstream of Powers STP","MWCF",0.75,"Most disturbed",2005,0,"",9,1,2499.85784,2.87859493004859,0.0554977477020464,3.18184358794477,0.521895103372374,124.0684985,42.8887404,14.7309198626562,1.47062890563334,"E",-2246742.4788,2544498.59969999,"Yes","Impaired","Impaired","Impaired","9",8,0.77466588484141,4.95204059846906,0.22533411515859,4.04795940153094,"Group 2",11,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW",0
"35","20394","05010MIX","20394 2005","South Fork Coquille 50 feet upstream of Powers STP","MWCF",0.71,"Most disturbed",2005,0,"",7,0.903089986991944,2499.85784,2.87859493004859,0.0554977477020464,3.18184358794477,0.521895103372374,124.0685353,42.88831756,14.7309198626562,1.47062890563334,"E",-2246759.0877,2544454.27089999,"Yes","Impaired","Impaired","Impaired","7",8,0.77466588484141,4.95204059846906,0.128424102150533,2.04795940153094,"Group 2",11,"Good","Impaired - Unknown Stressor","NEW","NEW","NEW",0
"36","21790","02002CSR","21790 2002","Elkhorn Creek at RM 1.56","MWCF",0.95,"Least disturbed",2002,0,"",6,0.845098040014257,2124.81557,1.14686137385629,0.103923048454133,3.31973049433022,0.0571545095575216,123.9890525,44.50037836,9.89949493661167,1.34528292089677,"E",-2188350,2714669.99999999,"Yes","Attaining","Attaining","Attaining","6",14,1.0152349953652,9.35702430383774,-0.170136955350945,-3.35702430383774,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW",0
"37","21790","08142DFW","21790 2008","Elkhorn Creek at RM 1.56","MWCF",1.14,"Least disturbed",2008,0,"Yes",9,1,2124.81557,1.14686137385629,0.103923048454133,3.31973049433022,0.0571545095575216,123.9890525,44.50037836,9.89949493661167,1.34528292089677,"E",-2188350,2714669.99999999,"Yes","Attaining","Attaining","Attaining","9",14,1.0152349953652,9.35702430383774,-0.0152349953652018,-0.357024303837742,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW",0
"38","21790","99062CSR","21790 1999","Elkhorn Creek at RM 1.56","MWCF",1.09,"Least disturbed",1999,0,"",6,0.845098040014257,2124.81557,1.14686137385629,0.103923048454133,3.31973049433022,0.0571545095575216,123.9890525,44.50037836,9.89949493661167,1.34528292089677,"E",-2188350,2714669.99999999,"Yes",NA,"Attaining","Attaining","6",14,1.0152349953652,9.35702430383774,-0.170136955350945,-3.35702430383774,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW",0
"39","21790","04069CSR","21790 2004","Elkhorn Creek at RM 1.56","MWCF",1.11,"Least disturbed",2004,0,"",21,1.34242268082221,2124.81557,1.14686137385629,0.103923048454133,3.31973049433022,0.0571545095575216,123.9890525,44.50037836,9.89949493661167,1.34528292089677,"E",-2188350,2714669.99999999,"Yes","Attaining","Attaining","Attaining","21",14,1.0152349953652,9.35702430383774,0.327187685457004,11.6429756961623,"Group 4",20,"Poor","Attaining","OLD","OLD","OLD",0
"40","21790","02123CSRa","21790 2002","Elkhorn Creek at RM 1.56","MWCF",1.02,"Least disturbed",2002,0,"",12,1.11394335230684,2124.81557,1.14686137385629,0.103923048454133,3.31973049433022,0.0571545095575216,123.9890525,44.50037836,9.89949493661167,1.34528292089677,"E",-2188350,2714669.99999999,"Yes","Attaining","Attaining","Attaining","12",14,1.0152349953652,9.35702430383774,0.0987083569416349,2.64297569616226,"Group 4",20,"Good","Attaining","OLD","NEW","NEW",0
"41","21791","09157DFW","21791 2009","Big Cr (Rock Cr Wilderness)","MWCF",1.17,"Least disturbed",2009,1,"Yes",8,0.954242509439325,2300.54983,1.69311807045694,0.073280283842245,3.28712962071911,0.100210702919769,124.1060567,44.17026689,5.09901951359278,0.500179608697487,"R",-2207938.8978,2682181.16209999,"Yes","Attaining","Potential Concern","Potential Concern","8",14,1.0152349953652,9.35702430383774,-0.0609924859258769,-1.35702430383774,"Group 4",20,"Fair","Potential Concern","OLD","NEW","NEW",0
"42","21791","07007DFW","21791 2007","Big Cr (Rock Cr Wilderness)","MWCF",0.95,"Least disturbed",2007,1,"",8,0.954242509439325,2300.54983,1.69311807045694,0.073280283842245,3.28712962071911,0.100210702919769,124.1060567,44.17026689,5.09901951359278,0.500179608697487,"R",-2207938.8978,2682181.16209999,"Yes","Attaining","Potential Concern","Potential Concern","8",14,1.0152349953652,9.35702430383774,-0.0609924859258769,-1.35702430383774,"Group 4",20,"Fair","Potential Concern","OLD","OLD","OLD",0
"43","21791","99016CSR","21791 1999","Big Cr (Rock Cr Wilderness)","MWCF",0.84,"Most disturbed",1999,1,"",9,1,2300.54983,1.69311807045694,0.073280283842245,3.28712962071911,0.100210702919769,124.1060567,44.17026689,5.09901951359278,0.500179608697487,"R",-2207938.8978,2682181.16209999,"Yes",NA,"Potential Concern","Potential Concern","9",14,1.0152349953652,9.35702430383774,-0.0152349953652018,-0.357024303837742,"Group 4",20,"Fair","Potential Concern","OLD","NEW","NEW",0
"44","21791","02085CSR","21791 2002","Big Cr (Rock Cr Wilderness)","MWCF",0.98,"Least disturbed",2002,1,"",8,0.954242509439325,2300.54983,1.69311807045694,0.073280283842245,3.28712962071911,0.100210702919769,124.1060567,44.17026689,5.09901951359278,0.500179608697487,"R",-2207938.8978,2682181.16209999,"Yes","Attaining","Potential Concern","Potential Concern","8",14,1.0152349953652,9.35702430383774,-0.0609924859258769,-1.35702430383774,"Group 4",20,"Fair","Potential Concern","OLD","NEW","NEW",0
"45","21791","08004DFW","21791 2008","Big Cr (Rock Cr Wilderness)","MWCF",0.67,"Most disturbed",2008,1,"Yes",6,0.845098040014257,2300.54983,1.69311807045694,0.073280283842245,3.28712962071911,0.100210702919769,124.1060567,44.17026689,5.09901951359278,0.500179608697487,"R",-2207938.8978,2682181.16209999,"Yes","Impaired","Potential Concern","Potential Concern","6",14,1.0152349953652,9.35702430383774,-0.170136955350945,-3.35702430383774,"Group 4",20,"Fair","Potential Concern","OLD","NEW","NEW",0
"46","21791","07013OPR","21791 2007","Big Cr (Rock Cr Wilderness)","MWCF",0.96,"Least disturbed",2007,1,"Yes",6,0.845098040014257,2300.54983,1.69311807045694,0.073280283842245,3.28712962071911,0.100210702919769,124.1060567,44.17026689,5.09901951359278,0.500179608697487,"R",-2207938.8978,2682181.16209999,"Yes","Attaining","Potential Concern","Potential Concern","6",14,1.0152349953652,9.35702430383774,-0.170136955350945,-3.35702430383774,"Group 4",20,"Fair","Potential Concern","OLD","NEW","NEW",0
"47","21791","03110CSR","21791 2003","Big Cr (Rock Cr Wilderness)","MWCF",0.84,"Most disturbed",2003,1,"",8,0.954242509439325,2300.54983,1.69311807045694,0.073280283842245,3.28712962071911,0.100210702919769,124.1060567,44.17026689,5.09901951359278,0.500179608697487,"R",-2207938.8978,2682181.16209999,"Yes","Impaired","Potential Concern","Potential Concern","8",14,1.0152349953652,9.35702430383774,-0.0609924859258769,-1.35702430383774,"Group 4",20,"Fair","Potential Concern","OLD","NEW","NEW",0
"48","21791","05016CSR","21791 2005","Big Cr (Rock Cr Wilderness)","MWCF",0.84,"Most disturbed",2005,1,"",8,0.954242509439325,2300.54983,1.69311807045694,0.073280283842245,3.28712962071911,0.100210702919769,124.1060567,44.17026689,5.09901951359278,0.500179608697487,"R",-2207938.8978,2682181.16209999,"Yes","Impaired","Potential Concern","Potential Concern","8",14,1.0152349953652,9.35702430383774,-0.0609924859258769,-1.35702430383774,"Group 4",20,"Fair","Potential Concern","OLD","NEW","NEW",0
"49","21791","00028CSR","21791 2000","Big Cr (Rock Cr Wilderness)","MWCF",1.09,"Least disturbed",2000,1,"",9,1,2300.54983,1.69311807045694,0.073280283842245,3.28712962071911,0.100210702919769,124.1060567,44.17026689,5.09901951359278,0.500179608697487,"R",-2207938.8978,2682181.16209999,"Yes",NA,"Potential Concern","Potential Concern","9",14,1.0152349953652,9.35702430383774,-0.0152349953652018,-0.357024303837742,"Group 4",20,"Fair","Potential Concern","OLD","NEW","NEW",0
"50","21791","06038DFWa","21791 2006","Big Cr (Rock Cr Wilderness)","MWCF",0.9,"Moderately disturbed",2006,1,"",7,0.903089986991944,2300.54983,1.69311807045694,0.073280283842245,3.28712962071911,0.100210702919769,124.1060567,44.17026689,5.09901951359278,0.500179608697487,"R",-2207938.8978,2682181.16209999,"Yes","Attaining","Potential Concern","Potential Concern","7",14,1.0152349953652,9.35702430383774,-0.112145008373258,-2.35702430383774,"Group 4",20,"Fair","Potential Concern","OLD","NEW","NEW",0
"51","21791","01024CSR","21791 2001","Big Cr (Rock Cr Wilderness)","MWCF",1.03,"Least disturbed",2001,1,"",12,1.11394335230684,2300.54983,1.69311807045694,0.073280283842245,3.28712962071911,0.100210702919769,124.1060567,44.17026689,5.09901951359278,0.500179608697487,"R",-2207938.8978,2682181.16209999,"Yes",NA,"Potential Concern","Potential Concern","12",14,1.0152349953652,9.35702430383774,0.0987083569416349,2.64297569616226,"Group 4",20,"Good","Potential Concern","OLD","NEW","NEW",0
"52","21792","03008CSR","21792 2003","Montgomery Cr","MWCF",0.57,"Most disturbed",2003,0,"",32,1.51851393987789,2042.018,0.746862960501525,0.174269905606218,3.27021285489624,0.0565938339102534,123.9300588,44.58060593,9.05538513813742,1.28403977458335,"E",-2181300,2721929.99989999,"Yes","Impaired","Impaired","Impaired","32",14,1.0152349953652,9.35702430383774,0.503278944512686,22.6429756961623,"Group 4",20,"Poor","Impaired - Sediment Stressor","OLD","NEW","NEW",1
"53","21792","03069CSR","21792 2003","Montgomery Cr","MWCF",0.96,"Least disturbed",2003,0,"",35,1.55630250076729,2042.018,0.746862960501525,0.174269905606218,3.27021285489624,0.0565938339102534,123.9300588,44.58060593,9.05538513813742,1.28403977458335,"E",-2181300,2721929.99989999,"Yes","Impaired","Impaired","Impaired","35",14,1.0152349953652,9.35702430383774,0.541067505402085,25.6429756961623,"Group 4",20,"Poor","Impaired - Sediment Stressor","OLD","OLD","OLD",1
"54","21792","99049CSR","21792 1999","Montgomery Cr","MWCF",0.72,"Most disturbed",1999,0,"",36,1.56820172406699,2042.018,0.746862960501525,0.174269905606218,3.27021285489624,0.0565938339102534,123.9300588,44.58060593,9.05538513813742,1.28403977458335,"E",-2181300,2721929.99989999,"Yes",NA,"Impaired","Impaired","36",14,1.0152349953652,9.35702430383774,0.552966728701793,26.6429756961623,"Group 4",20,"Poor","Impaired - Sediment Stressor","OLD","NEW","NEW",1
